player_id,player,pos,team,adp_ppr,pts_ppr,games,rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,pass_yd,pass_td,injury_status,years_exp
13285,Malachi Fields,WR,NYG,227.0,91.0,18.0,32.0,404.0,3.0,1.0,6.0,,,,,0.0
11559,Michael Penix,QB,ATL,227.9,108.38,18.0,,,,20.0,67.0,1.0,1567.0,10.0,Questionable,2.0
9228,Bryce Young,QB,CAR,228.3,235.58,18.0,,,,51.0,245.0,3.0,3202.0,20.0,,3.0
ATL,Atlanta Falcons,DST,ATL,228.4,83.0,1.0,,,,,,,,,,
12497,Tory Horton,WR,SEA,228.7,92.0,18.0,31.0,421.0,3.0,1.0,9.0,,,,,1.0
13268,Elijah Sarratt,WR,BAL,229.2,61.4,18.0,22.0,270.0,2.0,1.0,4.0,,,,,0.0
12540,Chimere Dike,WR,TEN,229.4,89.4,18.0,38.0,384.0,2.0,6.0,30.0,,,,,1.0
96,Aaron Rodgers,QB,PIT,229.9,177.0,18.0,,,,21.0,60.0,,2700.0,18.0,,21.0
12492,Pat Bryant,WR,DEN,230.4,96.4,18.0,35.0,425.0,3.0,2.0,9.0,,,,,1.0
13274,Germie Bernard,WR,PIT,231.3,98.9,18.0,36.0,439.0,3.0,2.0,10.0,,,,,0.0
NYG,New York Giants,DST,NYG,231.7,86.0,1.0,,,,,,,,,,
11597,Theo Johnson,TE,NYG,232.2,77.0,18.0,31.0,340.0,2.0,,,,,,,2.0
TB,Tampa Bay Buccaneers,DST,TB,232.4,81.0,1.0,,,,,,,,,,
7571,Rashod Bateman,WR,BAL,232.7,102.3,18.0,36.0,483.0,3.0,,,,,,,5.0
1479,Keenan Allen,WR,FA,233.2,106.8,18.0,44.0,448.0,3.0,,,,,,,13.0
12457,Jaydon Blue,RB,DAL,233.6,56.6,18.0,9.0,67.0,,68.0,289.0,2.0,,,,1.0
8172,Greg Dulcich,TE,MIA,234.6,110.9,18.0,47.0,459.0,3.0,,,,,,,4.0
11637,Keon Coleman,WR,BUF,234.8,85.8,18.0,29.0,375.0,3.0,3.0,13.0,,,,Questionable,2.0
12502,Gunnar Helm,TE,TEN,235.4,130.3,18.0,57.0,553.0,3.0,,,,,,,1.0
11783,Ryan Flournoy,WR,DAL,236.0,121.2,18.0,47.0,549.0,3.0,2.0,13.0,,,,,2.0
12524,Shedeur Sanders,QB,CLE,236.1,97.12,18.0,,,,26.0,88.0,2.0,1433.0,7.0,,1.0
6768,Tua Tagovailoa,QB,ATL,236.5,137.94,18.0,,,,20.0,43.0,,2141.0,14.0,,6.0
11579,Audric Estime,RB,NO,237.4,22.6,18.0,3.0,17.0,,30.0,119.0,1.0,,,Questionable,2.0
11575,Ray Davis,RB,BUF,237.6,65.1,18.0,9.0,68.0,,73.0,313.0,3.0,,,,2.0
13349,Eli Stowers,TE,PHI,238.0,81.4,18.0,31.0,319.0,3.0,2.0,5.0,,,,,0.0
12483,Jack Bech,WR,LV,238.2,77.9,18.0,30.0,350.0,2.0,1.0,9.0,,,,,1.0
CAR,Carolina Panthers,DST,CAR,238.4,81.0,1.0,,,,,,,,,,
13405,Kaytron Allen,RB,WAS,239.1,45.9,18.0,8.0,59.0,,53.0,220.0,2.0,,,,0.0
11647,Kimani Vidal,RB,LAC,239.2,60.0,18.0,14.0,97.0,,60.0,243.0,2.0,,,,2.0
13317,Ted Hurst,WR,TB,239.6,97.9,18.0,36.0,426.0,3.0,2.0,13.0,,,,,0.0
11834,Devaughn Vele,WR,NO,239.8,110.6,18.0,42.0,496.0,3.0,1.0,10.0,,,,,2.0
7600,Pat Freiermuth,TE,PIT,239.9,128.4,18.0,51.0,534.0,4.0,,,,,,,5.0
11569,Jarquez Hunter,RB,LAR,240.6,9.6,18.0,2.0,13.0,,15.0,63.0,,,,,1.0
13311,Chris Bell,WR,MIA,240.9,67.2,18.0,25.0,299.0,2.0,1.0,3.0,,,,Questionable,0.0
CIN,Cincinnati Bengals,DST,CIN,241.2,79.0,1.0,,,,,,,,,,
8698,Jake Tonges,TE,SF,241.4,70.8,18.0,30.0,288.0,2.0,,,,,,,4.0
12499,Elic Ayomanor,WR,TEN,241.5,56.7,18.0,20.0,247.0,2.0,,,,,,,1.0
4950,Christian Kirk,WR,SF,241.7,46.4,18.0,19.0,205.0,1.0,1.0,9.0,,,,Questionable,8.0
13275,Ty Simpson,QB,LAR,241.8,13.62,18.0,,,,5.0,19.0,,218.0,1.0,,0.0
11627,Troy Franklin,WR,DEN,241.8,66.1,18.0,24.0,287.0,2.0,2.0,14.0,,,,,2.0
13347,Demond Claiborne,RB,MIN,242.0,24.8,18.0,4.0,30.0,,29.0,138.0,1.0,,,,0.0
3257,Jacoby Brissett,QB,ARI,243.0,160.0,18.0,,,,35.0,110.0,1.0,2400.0,15.0,,10.0
9506,Sean Tucker,RB,TB,243.9,52.5,18.0,8.0,57.0,,66.0,288.0,2.0,,,,3.0
NO,New Orleans Saints,DST,NO,244.6,77.0,1.0,,,,,,,,,,
11643,Jaylen Wright,RB,MIA,247.9,44.1,18.0,6.0,38.0,,53.0,223.0,2.0,,,,2.0
13278,Max Klare,TE,LAR,248.8,56.1,18.0,22.0,221.0,2.0,,,,,,,0.0
7090,Darnell Mooney,WR,NYG,249.2,58.6,18.0,19.0,273.0,2.0,1.0,3.0,,,,,6.0
13401,Michael Trigg,TE,DAL,249.7,33.8,18.0,14.0,138.0,1.0,,,,,,,0.0
11435,Emanuel Wilson,RB,SEA,250.3,56.5,18.0,11.0,86.0,,61.0,249.0,2.0,,,Questionable,3.0
6803,Brandon Aiyuk,WR,SF,251.4,49.6,18.0,16.0,213.0,2.0,,3.0,,,,DNR,6.0
6865,Colby Parkinson,TE,LAR,251.4,76.3,18.0,29.0,293.0,3.0,,,,,,,6.0
4981,Calvin Ridley,WR,TEN,253.2,77.3,18.0,27.0,377.0,2.0,1.0,6.0,,,,,8.0
3678,Wil Lutz,K,DEN,253.3,100.0,18.0,,,,,,,,,,10.0
11589,Trey Benson,RB,ARI,255.2,27.2,18.0,3.0,22.0,1.0,30.0,120.0,1.0,,,Questionable,2.0
6083,Matt Gay,K,LV,263.3,75.0,18.0,,,,,,,,,,7.0
CLE,Cleveland Browns,DST,CLE,266.6,74.0,1.0,,,,,,,,,,
7922,Riley Patterson,K,MIA,267.0,37.0,18.0,,,,,,,,,,5.0
11653,Charlie Smyth,K,NO,269.0,93.0,18.0,,,,,,,,,,2.0
TEN,Tennessee Titans,DST,TEN,270.2,67.0,1.0,,,,,,,,,,
ARI,Arizona Cardinals,DST,ARI,273.0,66.0,1.0,,,,,,,,,,
503,Graham Gano,K,FA,278.5,22.0,18.0,,,,,,,,,Questionable,17.0
LV,Las Vegas Raiders,DST,LV,279.3,65.0,1.0,,,,,,,,,,
13429,Seydou Traore,TE,MIA,279.5,8.0,18.0,4.0,40.0,,,,,,,,0.0
NYJ,New York Jets,DST,NYJ,282.2,64.0,1.0,,,,,,,,,,
650,Nick Folk,K,ATL,285.5,95.0,18.0,,,,,,,,,,19.0
MIA,Miami Dolphins,DST,MIA,299.0,62.0,1.0,,,,,,,,,,
7042,Tyler Bass,K,BUF,299.0,103.0,18.0,,,,,,,,,,6.0
10227,Payne Durham,TE,TB,314.0,8.1,18.0,4.0,41.0,,,,,,,,3.0
12658,Jackson Hawes,TE,BUF,327.7,31.9,18.0,13.0,129.0,1.0,,,,,,,1.0
10937,Jake Moody,K,WAS,333.0,91.0,18.0,,,,,,,,,,3.0
4666,Younghoe Koo,K,FA,339.0,22.0,18.0,,,,,,,,,,9.0
11261,Andre Szmyt,K,CLE,342.0,84.0,18.0,,,,,,,,,,4.0
12961,Ryan Fitzgerald,K,CAR,347.0,92.0,18.0,,,,,,,,,,1.0
13410,Chase Roberts,WR,LV,350.0,6.6,18.0,3.0,36.0,,,,,,,,0.0
10955,Chad Ryland,K,ARI,350.0,89.0,18.0,,,,,,,,,,3.0
8258,Cade York,K,NYJ,350.0,13.0,18.0,,,,,,,,,,4.0
6528,Joey Slye,K,TEN,351.0,84.0,18.0,,,,,,,,,,7.0
13545,Trey Smack,K,GB,353.2,70.0,18.0,,,,,,,,,,0.0
13833,Dominic Zvada,K,NYG,355.3,56.0,18.0,,,,,,,,,,0.0
13066,Ben Sauls,K,NYG,369.0,41.0,18.0,,,,,,,,,,1.0
11377,Tyrell Shavers,WR,BUF,375.6,4.0,18.0,2.0,19.0,,,1.0,,,,PUP,3.0
6154,David Sills,WR,TB,405.0,26.9,18.0,9.0,113.0,1.0,1.0,6.0,,,,,7.0
13309,Aaron Anderson,WR,FA,415.4,30.2,18.0,11.0,132.0,1.0,,,,,,Questionable,0.0
3202,Austin Hooper,TE,ATL,430.0,33.2,18.0,14.0,132.0,1.0,,,,,,,10.0
5985,Foster Moreau,TE,HOU,450.6,9.8,18.0,5.0,48.0,,,,,,,,7.0
10216,Kenny McIntosh,RB,FA,475.3,5.2,18.0,2.0,16.0,,4.0,16.0,,,,,3.0
13315,Dean Connors,RB,LAR,487.5,8.4,18.0,2.0,18.0,,11.0,46.0,,,,,0.0
7842,Luke Farrell,TE,SF,491.0,10.1,18.0,5.0,51.0,,,,,,,,5.0
2359,Ameer Abdullah,RB,JAX,495.5,4.8,18.0,2.0,15.0,,3.0,13.0,,,,,11.0
7602,Kylen Granson,TE,TEN,505.0,4.0,18.0,2.0,20.0,,,,,,,,5.0
4234,Noah Brown,WR,LV,510.5,9.3,18.0,4.0,53.0,,,,,,,,9.0
13968,Drew Stevens,K,WAS,522.8,22.0,18.0,,,,,,,,,,0.0
8116,Pierre Strong,RB,GB,523.0,7.5,18.0,2.0,14.0,,10.0,41.0,,,,,4.0
13422,Jaren Kanak,TE,TEN,530.2,31.6,18.0,13.0,126.0,1.0,,,,,,IR,0.0
12548,Lenny Krieg,K,FA,533.8,6.0,18.0,,,,,,,,,,4.0
6960,Tyler Johnson,WR,DAL,537.5,6.5,18.0,3.0,35.0,,,,,,,,6.0
13419,Jaydn Ott,RB,KC,539.5,11.2,18.0,3.0,19.0,,15.0,63.0,,,,,0.0
1433,Brandon McManus,K,FA,542.7,46.0,18.0,,,,,,,,,,13.0
260,Josh Johnson,QB,CIN,544.0,11.34,18.0,,,,2.0,13.0,,176.0,1.0,,18.0
11371,Julian Hill,TE,NE,549.8,5.6,18.0,3.0,26.0,,,,,,,IR,3.0
11168,Xavier Smith,WR,LAR,551.0,24.1,18.0,7.0,95.0,1.0,3.0,16.0,,,,,3.0
7568,Brevin Jordan,TE,HOU,559.5,6.1,18.0,4.0,21.0,,,,,,,Questionable,5.0
4189,Eric Saubert,TE,SEA,575.5,5.7,18.0,3.0,27.0,,,,,,,,9.0
5185,Allen Lazard,WR,FA,577.8,6.4,18.0,3.0,34.0,,,,,,,,7.0
10212,Josh Whyle,TE,GB,581.1,6.2,18.0,3.0,32.0,,,,,,,,3.0
3048,Chris Manhertz,TE,NYG,583.3,2.3,18.0,1.0,13.0,,,,,,,,11.0
6850,Harrison Bryant,TE,FA,591.5,4.0,18.0,2.0,20.0,,,,,,,Questionable,6.0
8181,Connor Heyward,TE,LV,609.3,14.7,18.0,4.0,33.0,,7.0,14.0,1.0,,,,4.0
13342,John Michael Gyllenborg,TE,KC,611.2,40.4,18.0,11.0,114.0,1.0,,,,,,IR,0.0
10214,Davis Allen,TE,LAR,619.7,5.9,18.0,3.0,29.0,,,,,,,Questionable,3.0
7946,Jack Stoll,TE,CLE,621.3,7.5,18.0,4.0,35.0,,,,,,,,5.0
5127,Kyle Allen,QB,BUF,623.6,12.0,18.0,,,,2.0,12.0,,195.0,1.0,,8.0
5154,Trent Sherfield,WR,BUF,627.3,3.9,18.0,2.0,19.0,,,,,,,,8.0
11433,Nate Adkins,TE,DEN,627.5,5.7,18.0,3.0,27.0,,,,,,,,3.0
5086,Marquez Valdes-Scantling,WR,DAL,629.8,26.9,18.0,8.0,123.0,1.0,1.0,6.0,,,,,8.0
8139,Zamir White,RB,SF,631.7,5.1,18.0,2.0,10.0,,5.0,21.0,,,,,4.0
6869,Adam Trautman,TE,DEN,639.8,27.8,18.0,11.0,108.0,1.0,,,,,,,6.0
7075,Charlie Woerner,TE,ATL,641.5,8.0,18.0,4.0,40.0,,,,,,,,6.0
13433,Riley Nowakowski,TE,PIT,643.4,9.6,18.0,5.0,46.0,,,,,,,,0.0
4179,Joshua Dobbs,QB,DET,646.7,12.4,18.0,,,,4.0,16.0,,195.0,1.0,,9.0
13318,Noah Thomas,WR,CIN,646.8,6.6,18.0,3.0,36.0,,,,,,,,0.0
12475,Ricky White,WR,SEA,647.0,4.2,18.0,2.0,22.0,,,,,,,,1.0
11921,Xavier Weaver,WR,ARI,647.0,7.1,18.0,3.0,35.0,,1.0,6.0,,,,Questionable,2.0
827,Tyrod Taylor,QB,GB,658.2,12.9,18.0,,,,4.0,17.0,,205.0,1.0,,15.0
13356,Trebor Pena,WR,JAX,662.5,6.6,18.0,3.0,36.0,,,,,,,,0.0
7039,Cody White,WR,SEA,664.0,8.5,18.0,4.0,45.0,,,,,,,,6.0
7757,Ben Skowronek,WR,PIT,667.7,0.6,18.0,,,,1.0,6.0,,,,,5.0
10210,Cameron Latu,TE,PHI,673.1,4.0,18.0,2.0,20.0,,,,,,,,3.0
17,Matt Prater,K,FA,674.0,22.0,18.0,,,,,,,,,,20.0
13047,Jacardia Wright,RB,SEA,674.7,4.3,18.0,2.0,15.0,,2.0,8.0,,,,,1.0
12520,Xavier Restrepo,WR,TEN,675.0,4.8,18.0,2.0,22.0,,1.0,6.0,,,,,1.0
8527,Dareke Young,WR,LV,676.0,4.6,18.0,2.0,26.0,,,,,,,,4.0
5133,Tyler Conklin,TE,DET,676.4,1.7,18.0,1.0,7.0,,,,,,,,8.0
6011,Gardner Minshew,QB,ARI,677.8,27.96,18.0,,,,6.0,22.0,,394.0,3.0,,7.0
4602,Robert Tonyan,TE,PIT,679.0,1.9,18.0,1.0,9.0,,,,,,,,9.0
13435,Joe Royer,TE,CLE,683.0,57.8,18.0,23.0,228.0,2.0,,,,,,Questionable,0.0
8168,Skyy Moore,WR,GB,685.4,3.0,18.0,1.0,14.0,,1.0,6.0,,,,,4.0
8177,Grant Calcaterra,TE,PHI,685.8,25.6,18.0,10.0,96.0,1.0,,,,,,,4.0
13516,Max Bredeson,TE,MIN,686.0,3.8,18.0,2.0,15.0,,1.0,3.0,,,,,0.0
7607,Michael Carter,RB,TEN,686.5,8.1,18.0,3.0,22.0,,7.0,29.0,,,,,5.0
4082,Curtis Samuel,WR,FA,688.8,5.3,18.0,2.0,27.0,,1.0,6.0,,,,,9.0
7891,Brock Wright,TE,DET,690.8,27.3,18.0,11.0,103.0,1.0,,,,,,,5.0
11034,Jalen Brooks,WR,ARI,691.3,6.5,18.0,3.0,35.0,,,,,,,,3.0
7561,Elijah Mitchell,RB,FA,692.5,9.3,18.0,2.0,14.0,,14.0,59.0,,,,Questionable,5.0
12496,Tai Felton,WR,MIN,692.7,29.2,18.0,10.0,126.0,1.0,1.0,6.0,,,,,1.0
11299,Zavier Scott,RB,MIN,693.0,5.6,18.0,2.0,15.0,,5.0,21.0,,,,,3.0
1837,Jimmy Garoppolo,QB,FA,693.6,12.32,18.0,,,,2.0,6.0,,218.0,1.0,,12.0
8204,Bo Melton,WR,GB,695.0,9.8,18.0,4.0,52.0,,1.0,6.0,,,,,4.0
13273,Josh Cuevas,TE,BAL,697.1,27.8,18.0,11.0,108.0,1.0,,,,,,,0.0
13289,Drew Allar,QB,PIT,699.6,22.02,18.0,,,,5.0,21.0,,398.0,2.0,,0.0
9999,Will Levis,QB,TEN,999.0,12.7,18.0,,,,4.0,15.0,,205.0,1.0,,3.0
9230,Tanner McKee,QB,PHI,999.0,12.42,18.0,,,,4.0,15.0,,198.0,1.0,,3.0
9229,Anthony Richardson,QB,IND,999.0,21.32,18.0,,,,8.0,46.0,1.0,193.0,1.0,,3.0
829,Andy Dalton,QB,PHI,999.0,11.82,18.0,,,,2.0,5.0,,208.0,1.0,,15.0
7610,Trey Lance,QB,LAC,999.0,14.62,18.0,,,,8.0,43.0,,183.0,1.0,,5.0
7591,Justin Fields,QB,KC,999.0,34.72,18.0,,,,18.0,102.0,1.0,363.0,2.0,,5.0
7585,Davis Mills,QB,HOU,999.0,12.04,18.0,,,,2.0,6.0,,211.0,1.0,,5.0
7527,Mac Jones,QB,SF,999.0,26.72,18.0,,,,5.0,18.0,,423.0,3.0,,5.0
7083,Tyler Huntley,QB,BAL,999.0,12.68,18.0,,,,4.0,24.0,,182.0,1.0,,6.0
6136,Jarrett Stidham,QB,DEN,999.0,12.22,18.0,,,,2.0,13.0,,198.0,1.0,,7.0
9501,DeMario Douglas,WR,NE,999.0,68.8,18.0,24.0,300.0,2.0,4.0,28.0,,,,,3.0
9486,Dontayvion Wicks,WR,PHI,999.0,70.4,18.0,26.0,316.0,2.0,1.0,8.0,,,,,3.0
8917,KaVontae Turpin,WR,DAL,999.0,71.5,18.0,21.0,268.0,2.0,14.0,77.0,1.0,,,,4.0
8200,Kevin Austin,WR,NO,999.0,6.5,18.0,3.0,34.0,,,1.0,,,,,4.0
8188,Tyquan Thornton,WR,KC,999.0,62.6,18.0,20.0,306.0,2.0,,,,,,,4.0
8147,John Metchie,WR,CAR,999.0,48.8,18.0,20.0,220.0,1.0,1.0,8.0,,,,,4.0
13150,Darius Cooper,WR,PHI,999.0,6.7,18.0,3.0,37.0,,,,,,,,1.0
13101,Gage Larvadain,WR,CLE,999.0,1.9,18.0,1.0,9.0,,,,,,,,1.0
13079,Jahdae Walker,WR,CHI,999.0,25.9,18.0,9.0,109.0,1.0,,,,,,,1.0
12860,Theo Wease,WR,MIA,999.0,8.9,18.0,4.0,49.0,,,,,,,,1.0
12718,Konata Mumpfield,WR,LAR,999.0,41.7,18.0,16.0,197.0,1.0,,,,,,,1.0
12699,LaJohntay Wester,WR,BAL,999.0,1.0,18.0,1.0,14.0,,1.0,6.0,,,,,1.0
12670,KeAndre Lambert-Smith,WR,LAC,999.0,35.5,18.0,13.0,159.0,1.0,1.0,6.0,,,,,1.0
12641,Jaylin Lane,WR,WAS,999.0,37.7,18.0,14.0,163.0,1.0,2.0,14.0,,,,,1.0
12634,Jordan Watkins,WR,SF,999.0,2.4,18.0,1.0,14.0,,,,,,,,1.0
12542,Efton Chism,WR,NE,999.0,4.6,18.0,2.0,25.0,,,1.0,,,,,1.0
12541,Dont'e Thornton,WR,LV,999.0,4.7,18.0,2.0,27.0,,,,,,,Questionable,1.0
12539,Arian Smith,WR,NYJ,999.0,7.1,18.0,3.0,35.0,,1.0,6.0,,,,,1.0
2197,Brandin Cooks,WR,FA,999.0,28.8,18.0,10.0,128.0,1.0,,,,,,,12.0
2078,Odell Beckham,WR,NYG,999.0,28.0,18.0,10.0,120.0,1.0,,,,,,,12.0
1426,DeAndre Hopkins,WR,FA,999.0,2.5,18.0,1.0,15.0,,,,,,,,13.0
13533,Barion Brown,WR,NO,999.0,63.0,18.0,22.0,290.0,2.0,,,,,,,0.0
12482,Savion Williams,WR,GB,999.0,32.0,18.0,10.0,118.0,1.0,6.0,42.0,,,,,1.0
11994,Kameron Johnson,WR,TB,999.0,4.8,18.0,2.0,28.0,,,,,,,,2.0
11762,Anthony Gould,WR,IND,999.0,3.2,18.0,1.0,16.0,,1.0,6.0,,,,Questionable,2.0
11650,Luke McCaffrey,WR,WAS,999.0,9.3,18.0,4.0,53.0,,,,,,,,2.0
11640,Jermaine Burton,WR,FA,999.0,26.0,18.0,8.0,114.0,1.0,1.0,6.0,,,,,1.0
11630,Roman Wilson,WR,PIT,999.0,26.8,18.0,9.0,118.0,1.0,,,,,,,2.0
11629,Devontez Walker,WR,BAL,999.0,29.9,18.0,10.0,133.0,1.0,1.0,6.0,,,,,2.0
11626,Xavier Legette,WR,CAR,999.0,66.0,18.0,24.0,290.0,2.0,1.0,10.0,,,,,2.0
11623,Jordan Whittington,WR,LAR,999.0,23.3,18.0,8.0,87.0,1.0,1.0,6.0,,,,,2.0
11617,Malachi Corley,WR,CLE,999.0,6.8,18.0,2.0,20.0,,5.0,28.0,,,,,2.0
11616,Jacob Cowing,WR,SF,999.0,1.7,18.0,1.0,7.0,,,,,,,,2.0
11608,Isaiah Williams,WR,NYJ,999.0,31.3,18.0,12.0,135.0,1.0,3.0,18.0,,,,,2.0
13316,Eric Rivers,WR,TB,999.0,29.4,18.0,11.0,124.0,1.0,,,,,,,0.0
13297,Reggie Virgil,WR,ARI,999.0,26.1,18.0,9.0,111.0,1.0,,,,,,,0.0
13296,Caleb Douglas,WR,MIA,999.0,94.8,18.0,34.0,428.0,3.0,,,,,,Questionable,0.0
13270,CJ Daniels,WR,LAR,999.0,39.3,18.0,15.0,177.0,1.0,1.0,6.0,,,,,0.0
11729,Sione Vaki,RB,DET,999.0,4.0,18.0,2.0,16.0,,1.0,4.0,,,,,2.0
11651,Isaac Guerendo,RB,SF,999.0,21.2,18.0,2.0,16.0,,28.0,116.0,1.0,,,PUP,2.0
11588,Jawhar Jordan,RB,HOU,999.0,27.0,18.0,5.0,33.0,,31.0,127.0,1.0,,,Questionable,2.0
11577,Will Shipley,RB,PHI,999.0,33.8,18.0,10.0,73.0,,25.0,105.0,1.0,,,,2.0
11574,Dylan Laube,RB,LV,999.0,5.1,18.0,2.0,10.0,,5.0,21.0,,,,,2.0
11571,Isaiah Davis,RB,NYJ,999.0,60.5,18.0,13.0,94.0,,62.0,261.0,2.0,,,Questionable,2.0
11570,Rasheen Ali,RB,BAL,999.0,38.7,18.0,12.0,87.0,,29.0,120.0,1.0,,,Questionable,2.0
11510,Hunter Luepke,RB,DAL,999.0,9.0,18.0,5.0,33.0,,2.0,7.0,,,,,3.0
11439,Jaleel McLaughlin,RB,DEN,999.0,7.5,18.0,2.0,15.0,,10.0,40.0,,,,,3.0
11370,Chris Brooks,RB,GB,999.0,56.3,18.0,14.0,100.0,,50.0,203.0,2.0,,,,3.0
11199,Emari Demercado,RB,KC,999.0,38.3,18.0,12.0,83.0,,29.0,120.0,1.0,,,,3.0
10235,Roschon Johnson,RB,CHI,999.0,7.6,18.0,2.0,14.0,,10.0,42.0,,,,,3.0
12523,Jimmy Horn,WR,CAR,999.0,30.2,18.0,10.0,124.0,1.0,3.0,18.0,,,,,1.0
12505,Jalen Royals,WR,KC,999.0,33.9,18.0,13.0,143.0,1.0,1.0,6.0,,,,,1.0
12503,Isaiah Bond,WR,CLE,999.0,62.8,18.0,22.0,269.0,2.0,3.0,19.0,,,,,1.0
12485,Tez Johnson,WR,TB,999.0,38.4,18.0,14.0,174.0,1.0,2.0,10.0,,,,Questionable,1.0
12544,LeQuint Allen,RB,JAX,999.0,56.2,18.0,18.0,127.0,1.0,33.0,135.0,1.0,,,,1.0
12543,Tahj Brooks,RB,CIN,999.0,24.4,18.0,3.0,22.0,,33.0,132.0,1.0,,,,1.0
12531,Trevor Etienne,RB,CAR,999.0,36.2,18.0,8.0,58.0,,40.0,164.0,1.0,,,,1.0
12516,Kalel Mullings,RB,TEN,999.0,5.6,18.0,2.0,16.0,,5.0,20.0,,,,Questionable,1.0
12515,Donovan Edwards,RB,MIA,999.0,2.1,18.0,,,,5.0,21.0,,,,,1.0
12495,Ollie Gordon,RB,MIA,999.0,23.2,18.0,3.0,22.0,,30.0,120.0,1.0,,,,1.0
12472,Raheim Sanders,RB,CLE,999.0,4.7,18.0,2.0,7.0,,5.0,20.0,,,,,1.0
12471,DJ Giddens,RB,IND,999.0,30.0,18.0,6.0,43.0,,33.0,137.0,1.0,,,Questionable,1.0
12467,Jordan James,RB,SF,999.0,59.7,18.0,11.0,80.0,,68.0,287.0,2.0,,,Questionable,1.0
11320,Nikko Remigio,WR,KC,999.0,0.6,18.0,,,,1.0,6.0,,,,,3.0
10867,Jake Bobo,WR,SEA,999.0,4.2,18.0,2.0,22.0,,,,,,,,3.0
10444,Cedric Tillman,WR,CLE,999.0,6.6,18.0,3.0,36.0,,,,,,,Questionable,3.0
10226,Andrei Iosivas,WR,CIN,999.0,91.3,18.0,32.0,403.0,3.0,2.0,10.0,,,,,3.0
10218,Xavier Hutchinson,WR,HOU,999.0,32.5,18.0,12.0,145.0,1.0,,,,,,,3.0
12462,Damien Martinez,RB,GB,999.0,7.5,18.0,2.0,14.0,,10.0,41.0,,,,,1.0
12048,George Holani,RB,SEA,999.0,25.2,18.0,4.0,29.0,,30.0,123.0,1.0,,,,2.0
4988,Nick Chubb,RB,FA,999.0,27.9,18.0,5.0,31.0,,35.0,138.0,1.0,,,,8.0
4718,Dare Ogunbowale,RB,LV,999.0,7.5,18.0,4.0,27.0,,2.0,8.0,,,,,9.0
4663,Austin Ekeler,RB,FA,999.0,33.1,18.0,9.0,63.0,,28.0,118.0,1.0,,,,9.0
4219,Jeremy McNichols,RB,WAS,999.0,9.4,18.0,3.0,22.0,,10.0,42.0,,,,Questionable,9.0
4147,Samaje Perine,RB,CIN,999.0,69.8,18.0,14.0,103.0,1.0,66.0,275.0,2.0,,,,9.0
4098,Kareem Hunt,RB,FA,999.0,24.2,18.0,3.0,22.0,,35.0,130.0,1.0,,,,9.0
2749,Raheem Mostert,RB,FA,999.0,12.5,18.0,5.0,33.0,,10.0,42.0,,,,Questionable,11.0
13946,Jamal Haynes,RB,CIN,999.0,4.0,18.0,1.0,5.0,,6.0,25.0,,,,,0.0
1379,Kyle Juszczyk,RB,SF,999.0,19.9,18.0,11.0,80.0,,3.0,9.0,,,,Questionable,13.0
13424,Seth McGowan,RB,IND,999.0,36.3,18.0,7.0,49.0,,44.0,184.0,1.0,,,,0.0
13414,Kaelon Black,RB,SF,999.0,42.3,18.0,6.0,43.0,,49.0,200.0,2.0,,,Questionable,0.0
13403,Jam Miller,RB,NE,999.0,20.4,18.0,3.0,22.0,,22.0,92.0,1.0,,,,0.0
13348,J'Mari Taylor,RB,JAX,999.0,30.7,18.0,5.0,37.0,,38.0,160.0,1.0,,,,0.0
13327,Desmond Reid,RB,FA,999.0,25.3,18.0,4.0,31.0,,29.0,122.0,1.0,,,Questionable,0.0
13302,Adam Randall,RB,BAL,999.0,30.1,18.0,8.0,58.0,,25.0,103.0,1.0,,,,0.0
12738,Phil Mafah,RB,DAL,999.0,6.7,18.0,2.0,15.0,,8.0,32.0,,,,Questionable,1.0
6945,Antonio Gibson,RB,FA,999.0,3.9,18.0,2.0,15.0,,1.0,4.0,,,,Questionable,6.0
6938,Cam Akers,RB,FA,999.0,5.1,18.0,2.0,15.0,,4.0,16.0,,,,,6.0
6820,Clyde Edwards-Helaire,RB,FA,999.0,0.8,18.0,,,,2.0,8.0,,,,,6.0
6659,Craig Reynolds,RB,WAS,999.0,4.4,18.0,2.0,16.0,,2.0,8.0,,,,,7.0
6130,Devin Singletary,RB,NYG,999.0,12.3,18.0,5.0,32.0,,10.0,41.0,,,,,7.0
6039,Ty Johnson,RB,BUF,999.0,55.8,18.0,17.0,131.0,1.0,32.0,137.0,1.0,,,Questionable,7.0
5995,Justice Hill,RB,BAL,999.0,67.7,18.0,24.0,176.0,1.0,33.0,141.0,1.0,,,,7.0
13491,Kaden Wetjen,WR,PIT,999.0,4.2,18.0,2.0,22.0,,,,,,,,0.0
13477,Colbie Young,WR,CIN,999.0,31.0,18.0,11.0,140.0,1.0,,,,,,,0.0
13420,Bryce Lance,WR,NO,999.0,38.7,18.0,15.0,177.0,1.0,,,,,,Questionable,0.0
13411,Zavion Thomas,WR,CHI,999.0,57.2,18.0,20.0,252.0,2.0,,,,,,Questionable,0.0
13402,Skyler Bell,WR,BUF,999.0,63.6,18.0,22.0,291.0,2.0,1.0,5.0,,,,Questionable,0.0
13394,Josh Cameron,WR,JAX,999.0,59.6,18.0,21.0,244.0,2.0,4.0,22.0,,,,,0.0
